no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
1778,1962,5,17,2,0,Near Nairobi,Kenya,Military - U.S. Air Force,NA,NA,NA,NA,Lockheed C-130A Hercules,560546,3154,36,44,0,Struck a mountain in poor weather conditons.,mountain_crash,0,dead,Military,36.8219462,-1.2920659,
1779,1962,5,22,14,40,Near Markt Schwaben,Germany,Military - U.S. Navy,NA,NA,NA,NA,Lockheed C121J,131390,4310,132,131,0,"After departing Rhein-Main Air Base, the pilot sent a distress message requesting an emergency landing.  Soon after, the aircraft disintegrated losing it's left wing. Some sort of undetermined emergency led to explosive decompression which led to the destruction of the plane.",technical_failure,1,alive,Military,11.8630208,48.1909223,
1780,1962,5,22,28,21,Near Unionville,USA,Continental Airlines,11,Chicago ," Kansas City, MO",NA,Boeing B-707-124,N70775,17611/49,182,179,0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot.",miscellaneous,3,alive,Civilian,-79.3106862,43.8655329,
1781,1962,6,3,16,35,Villeneuve-le-Roi,France,Air France,NA,Paris , New York City,NA,Boeing B-707-328,FBHSM,17920/159,39,46,0,"During takeoff from Orly Airport, the nose rose for about 5 seconds and then dropped back down on the runway. Smoke streamed from the wheels as the crew tried to stop the aircraft but it ran off the runway and collided with the runway lights and a house. The only survivors were two stewardesses who were seated in the tail section which broke free in the crash. The aircraft's horizontal stabilizer was improperly trimmed due to a failure of the trim servo motor.",technical_failure,0,dead,Civilian,2.407557,48.732026,
1782,1962,6,4,2,0,Sofia,Bulgaria,Aeroflot,NA,NA,NA,NA,Tupolev Tu-104B,CCCP42491,21604,187,188,0,Struck a mountain after losing an engine.,mountain_crash,0,dead,Civilian,23.3218675,42.6977082,
1783,1962,6,22,33,1,Basse-Terre, Guadaloupe,Air France,117,Paris , Pointe,a Pitre ,Boeing B-707-328,FBHST,18247/274,17,21,0,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatidirection finder due to the effects of poor atmosphericonditions. The aircraft was named Chateau de Chantilly.",miscellaneous,0,dead,Civilian,-61.731699,15.9965761,
1784,1962,6,28,2,0,Near Adler,Russia,Aeroflot,NA,Lvov , Sochi,NA,Antonov AN-10A,CCCP11186,NA,225,239,0,The plane crashed into a mountain during an approach to Adler Airport. The accident was caused by a change in approach patterns to the airport on the part of controllers without approval from aviation authorities.  Lack of training by the carrier for flights into mountainous regions.,mountain_crash,0,dead,Civilian,-87.6067829,41.866333,
1785,1962,6,30,2,0,Near Krasnoyarsk, USSR,Aeroflot,NA,NA,NA,NA,Tupolev TU-104A,CCCP42370,86601301,228,242,0,The aircraft went into an uncontrollable dive from FL 290.,miscellaneous,0,dead,Civilian,92.8932476,56.0152834,
1786,1962,7,6,2,0,Near Tashkent,Uzbekistan,Aeroflot,NA,NA,NA,NA,Ilyushin IL-14,NA,NA,45,52,0,NA,miscellaneous,0,dead,Civilian,69.2400734,41.2994958,
1787,1962,7,7,31,59,"Near Junnar, Maharashtra",India,Alitalia,771,Bangkok , Bombay,NA,McDonnell Douglas DC-8-43,IDIWD,45631/160,239,256,0,"The aircraft crashed into a hill near Bombay, India, at an elevation of 3,600 ft. 50 miles ENE of the airport. Navigational error.  Premature descent. Crew did not use navigational facilities available.",miscellaneous,0,dead,Civilian,73.87425,19.2031842,
1788,1962,7,9,28,42,Off Brindisi,Italy,Trans Mediterranean Airways,NA,NA,NA,NA,Douglas DC-4,ODAEC,42918,200,205,0,"The cargo plane descended and crashed into the ocean attempting to take off. A loss of power on the No.1 and 2 engines following takeoff, which resulted in a gradual loss of height. The probable slow psycho-physical reaction of the crew, due to fatigue, may have prevented perception of the danger and the timely execution of maneuvers to prevent the accident, or minimize its consequences.",technical_failure,0,dead,Civilian,17.9417616,40.6327278,
1789,1962,7,15,2,0,Near Lahore,Pakistan,Indian Airlines,NA,Kabul  ," Amritsar, India",NA,Douglas C-47A,VTAUS,20289,149,3,0,A vulture crashed through the cockpit window and killed the copilot.,technical_failure,146,alive,Civilian,74.3587473,31.5203696,
1790,1962,7,16,2,0,Loheshyphn,India,Kalinga Airlines,NA,NA,NA,NA,Douglas C-47,VTDFZ,4647,234,248,0,Stalled and crashed.,miscellaneous,0,dead,Civilian,NA,NA,
1791,1962,7,19,20,45,Near Bangkok,Thailand,United Arab Airlines,869,Hong Kong , Bangkok,NA,de Havilland Comet 4C,SUAMW,6464,132,131,0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",mountain_crash,1,alive,Civilian,100.5017651,13.7563309,
1792,1962,7,22,31,19,"Honolulu, Hawaii",USA,Canadian PacifiAir Lines,323,Honolulu ," Nadi,Fiji",NA,Bristol Britannia 314,CFCZB,13394,177,137,0,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control.",technical_failure,40,alive,Civilian,-157.8583333,21.3069444,
1793,1962,7,28,2,0,Sochi,Russia,Aeroflot,NA,NA,NA,NA,Antonov An-10A,CCCP11186,402003,225,239,0,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general.",mountain_crash,0,dead,Civilian,39.7341543,43.6028079,
1794,1962,7,30,2,0,Coulommiers,France,Air France,NA,Training,NA,NA,Douglas DC-3,FBAOE,11769,223,169,0,Crashed during a training flight.,miscellaneous,54,alive,Civilian,3.083497,48.813071,
1795,1962,8,1,18,15,Near Kathmandu,Nepal,Royal Nepal Airlines,NA,Katmandu , New Deli,NA,Douglas DC-3,9NAAH,6216,3,5,0,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track.",mountain_crash,0,dead,Civilian,85.3239605,27.7172453,
1796,1962,8,20,29,8,Rio de Janerio,Brazil,Panair do Brazil,NA,Rio de Janeiro , Lisbon,NA,McDonnell Douglas DC-8-33,PPPDT,45273/121,9,61,0,Rejected takeoff. Overran runway into the sea. Incorrect stabilizer setting. Stablizer setting changed from nose-up to nose-down position. Delayed decision to abort takeoff.,technical_failure,0,dead,Civilian,-43.1728965,-22.9068467,
1797,1962,8,23,20,57,Berranca Bermeja,Colombia,Taxader Airlines,NA,Berranca Bermeja , Bucaramanga,NA,Douglas DC-3,HK794,4551,159,105,0,"While taking off, the aircraft began to veer to the left. The pilot corrected to avoid a collision with the T wind indicator and crossed into the parking apron. The pilot applied full power and decided to take off from the apron. The starboard wing struck two helicopters, cart wheeled and burst into flames. Pilot error. Poor flight technique, faulty judgment in trying to take off outside of the main runway.",technical_failure,54,alive,Civilian,-73.8519319,7.0617085,
1798,1962,8,24,2,0,Cerro Puena Paz,Peru,Faucett,NA,NA,NA,NA,Douglas DC-3,OBPBN659,25839,234,248,0,Crashed into the jungle near San Ramon.,miscellaneous,0,dead,Civilian,-98.225529,19.055752,
1799,1962,9,2,2,0,Near Khabarovsk, USSR,Aeroflot,NA,Khabarovk , Petropavlovsk,NA,Tupolev TU-104A,CCCP42366,86601103,230,244,0,The airliner crashed and burned 10 minutes after taking off from Khabarovsk Airport.The crew reported that they were experiencing shaking and uncontrollable roll and yaw.,miscellaneous,0,dead,Civilian,135.0720666,48.4814433,
1800,1962,9,3,21,55,Yanoyaki,Japan,Military - Japan Maritime Self Defense Force,NA,NA,NA,NA,Lockheed P2V-7,KA4628,NA,25,31,1,"On a disaster relief mission, the plane clipped tree tops and crashed.",miscellaneous,0,dead,Military,-73.9858001,40.7292442,
1801,1962,9,4,28,0,Near Lake Milton,USA,Private - Ashland Oil Company,NA,NA,NA,NA,Lockheed 18 Lodestar,N1000F,2463,36,44,0,"The aircraft lost its right wing in flight, crashed and burned in a field. Malfunction of the electrielevator trim tab unit which resulted in aircraft uncontrollability and subsequent structural failure of the wing.",miscellaneous,0,dead,Civilian,-80.9703684,41.0995019,
1802,1962,9,10,38,0,Brno,Czechoslovakia,Ceskoslovenske Aerolinie,NA,Bratislava , Brno,NA,Avia 14,OKMCT,90807103,163,17,0,Crashed on approach.,miscellaneous,146,alive,Civilian,16.6068371,49.1950602,
1803,1962,9,10,14,5,Near Milan,USA,Military - U.S. Air Force,NA,Ellsworth AFB , Fairchild AFB,NA,Boeing KC-135A,600352,18127,181,177,0,Crashed into a wooded area in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.,miscellaneous,4,alive,Military,9.189982,45.4642035,
1804,1962,9,10,2,0,Near Alcoche,Bolivia,Aerolineas Abaroa,NA,Caranavi , Rurrenabaque,NA,Douglas C-47A,CP710,20230,176,169,0,"The failure of the left engine and execution of a sharp 180 degree turn to the left of the original flight path. This was the only possible maneuver since the valley ahead narrowed and a turn to the right could not be effected, because the aircraft was close to - and below the altitude of - a mountain on that side.",mountain_crash,7,alive,Civilian,-82.864672,40.021206,
1805,1962,9,21,2,0,Sela,India,Kalinga Airlines,NA,NA,NA,NA,Douglas C-47A,VTDGX,12142,223,235,0,Stuck a mountain in poor weather.,mountain_crash,0,dead,Civilian,-93.332652,44.938113,
1806,1962,9,23,28,0,North AtlantiOcean,NA,Flying Tiger Line,923,"Gander, Newfoundland "," Frankfurt, Germany",NA,Lockheed 1049H-82 Super Constellation,N6923C,4827,219,141,0,"A fire developed in the No. 3 engine. A few minutes later, the propeller of the No. 1 engine oversped and the flight engineer inadvertently closed the firewall shutoff valve to the No. 1 engine. The No. 1 engine was then shut down. The No. 2 engine then developed mechanical trouble. The plane ditched at sea approximately 560 nm W of Shannon, Ireland. Failure of 2 of the 4 aircraft's engines and the improper action of the flight engineer which disabled a 3rd engine necessitating a ditching at sea.",miscellaneous,78,alive,Civilian,-28.6731465,-14.5994134,
1807,1962,10,10,23,30,"Spt-Þles, Quebec",Canada,Trans Canada Air Lines,NA,NA,NA,NA,Vickers 757 Viscount,CFTHA,218,95,103,0,"Collided with a RCAF CF-101B Voodoo fighter plane on the runway. The controller having assumed in error that the Viscount was turning off at the high speed taxi strip, cleared the Voodoo aircraft for takeoff before the Viscount was clear of the active runway.",technical_failure,0,dead,Civilian,-94.4722047,37.0689268,
1808,1962,10,12,2,0,Manila,Philippines,Philippine Air Lines,NA,Training,NA,NA,Fokker F-27 Friendship 100,PIC503,10191,149,147,0,Crashed while practicing take offs and landings.,miscellaneous,2,alive,Civilian,120.9842195,14.5995124,
1809,1973,10,12,2,0,Acapulco,Mexico,Avionas  Banamex,NA,NA,NA,NA,de Havilland DH-125-1A,XACOL,25086,223,235,0,Crashed while approaching to land.,miscellaneous,0,dead,Civilian,-99.8236533,16.8531086,
1810,1962,10,19,27,52,Windsor Locks,USA,Allegheny Airlines,928,Washington D.C. ," Providence, RI",NA,Convair CV-340/440,N8415N,125,191,3,0,"Following departure from Philadelphia, a high frequency whistling noise was heard and inspection revealed an escape of air at the lower aft corner of the rear service door. Pillow cases were placed in this area to reduce the air noise but no further action was taken. While the aircraft was descending through 4,000 feet the door blew out. The ensuing outward rush of air ejected a flight attendant who was near the door opening. Undetected insecure latching of the rear service door, resulting in an inflight explosive decompression which ejected a flight attendant from the aircraft.",miscellaneous,188,alive,Civilian,-72.6454469,41.9242917,
1811,1962,10,25,2,0,Near Moscow,Russia,Aeroflot,NA,NA,NA,NA,Tupolev TU-104B,CCCP42495,21703,3,5,0,Crashed on takeoff on a test flight. Rudder controls improperly installed.,technical_failure,0,dead,Civilian,37.6172999,55.755826,
1812,1962,11,10,19,37,Near Tourane, SouthVietnam,Air Vietnam (South Vietnam),NA,Hue , Da Nang,NA,Douglas DC-3,XVNID,16074/3282,138,137,0,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.",mountain_crash,1,alive,Civilian,108.2021667,16.0544068,
1813,1962,11,19,2,0,Near Nagoya,Japan,All Nippon Airways,NA,NA,NA,NA,Vickers 828 Viscount,JA8202,444,176,169,0,"Made a sharp turn, nosed up and hit the ground.",miscellaneous,7,alive,Civilian,136.9065571,35.1814506,
1814,1962,11,23,16,24,Ellicott,USA,United Air Lines,297,Newark , Washington D.C.,NA,Vickers Viscount 745D,N7430,128,87,90,0,"The aircraft penetrated a flock of Whistling Swans at 6,000 ft. One, estimated to be 13 pounds, struck the leading edge of the left horizontal stabilizer, weakening the structure and causing it to detach. The aircraft lost control and broke-up in mid-air and crashed. Bird collision.",technical_failure,0,dead,Civilian,-104.3869093,38.8383279,
1815,1962,11,23,2,0,Sao Tomé & Principe,NA,Military - Portuguese Air Force,NA,NA,NA,NA,Douglas C-54D,7502,10773,170,119,0,Crashed while taking off in a storm.,miscellaneous,51,alive,Military,6.733343,0.3301924,
1816,1962,11,23,19,10,Le Bourget,France,Malev Hungarian Airlines,355,Frankfurt , Paris,NA,Ilyushin IL-18D,HAMOD,180002002,107,108,0,"Stalled and crashed during approach, 0.5 miles from the outer marker. Cause undetermined.",miscellaneous,0,dead,Civilian,2.425377,48.936752,
1817,1962,11,26,16,9,Paraibuna,Brazil,VASP / Private,NA,Sao Paulo , Rio de Janeiro,NA,Saab Scandia / Cessna 310,PPSRA,107,132,131,0,"Midair collision with a Cessna at 2,400 m. Twenty-three killed on the Saab, three on the Cessna. Both pilots failed to maintain adequate lookouts for other aircraft.",technical_failure,1,alive,Civilian,-45.6627324,-23.3883439,
